time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-02 00:00:00+00:00,2,2,17,3
2023-08-03 00:00:00+00:00,2,2,34,13
2023-08-04 00:00:00+00:00,3,2,27,7
2023-08-05 00:00:00+00:00,4,4,1,1
2023-08-06 00:00:00+00:00,1,1,5,1
2023-08-07 00:00:00+00:00,28,12,60,15
2023-08-08 00:00:00+00:00,25,7,102,20
2023-08-09 00:00:00+00:00,12,6,32,17
2023-08-10 00:00:00+00:00,6,4,13,8
2023-08-11 00:00:00+00:00,3,2,18,6
2023-08-12 00:00:00+00:00,1,1,5,3
2023-08-13 00:00:00+00:00,3,3,1,1
2023-08-14 00:00:00+00:00,8,8,13,5
2023-08-15 00:00:00+00:00,2,2,25,8
