url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,116,42
/OpenMalaria-Org/openmalaria/wiki,53,34
/OpenMalaria-Org/openmalaria/pulls,19,2
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,17,10
/OpenMalaria-Org/openmalaria/wiki/UserGuide,14,7
/OpenMalaria-Org/openmalaria/wiki/Monitoring,11,7
/OpenMalaria-Org/openmalaria/pull/456,11,1
/OpenMalaria-Org/openmalaria/wiki/ModelDemography,8,6
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,7,6
/OpenMalaria-Org/openmalaria/blob/main/model/interventions/Deployments.h,7,1
