referrer,views_total,views_unique
Google,110,27
github.com,73,21
teams.public.onecdn.static.microsoft,6,5
thekids.org.au,6,3
Bing,5,3
om.scicore.unibas.ch,3,2
overleaf.com,3,2
help.appveyor.com,2,2
chatgpt.com,2,1
swisstph.github.io,2,1
