url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,160,33
/OpenMalaria-Org/openmalaria/wiki,56,30
/OpenMalaria-Org/openmalaria/wiki/UserGuide,17,13
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,15,7
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,12,4
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,9,6
/OpenMalaria-Org/openmalaria/wiki/References,9,4
/OpenMalaria-Org/openmalaria/wiki/Monitoring,7,6
/OpenMalaria-Org/openmalaria/pull/448,7,3
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,6,3
