referrer,views_total,views_unique
Google,73,13
om.scicore.unibas.ch,19,3
github.com,13,4
code.google.com,6,3
github-wiki-see.page,5,1
ndmconsortium.com,3,2
vaccineimpact.org,2,2
swisstph.github.io,2,1
search.brave.com,1,1
ammnet.org,1,1
