referrer,views_total,views_unique
Google,60,16
github.com,26,2
Bing,7,1
search.brave.com,4,2
nature.com,3,2
rdrr.io,2,1
ammnet.org,2,1
ecosia.org,2,1
code.google.com,1,1
Baidu,1,1
