time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-03 00:00:00+00:00,10.0,10.0,29,10
2025-11-04 00:00:00+00:00,12.0,10.0,50,15
2025-11-05 00:00:00+00:00,14.0,11.0,57,17
2025-11-06 00:00:00+00:00,9.0,7.0,40,24
2025-11-07 00:00:00+00:00,8.0,8.0,31,16
2025-11-08 00:00:00+00:00,6.0,4.0,33,13
2025-11-09 00:00:00+00:00,2.0,2.0,43,15
2025-11-10 00:00:00+00:00,12.0,9.0,86,13
2025-11-11 00:00:00+00:00,6.0,5.0,46,15
2025-11-12 00:00:00+00:00,2.0,2.0,55,17
2025-11-13 00:00:00+00:00,4.0,4.0,30,15
2025-11-14 00:00:00+00:00,3.0,3.0,26,9
2025-11-15 00:00:00+00:00,,,14,5
2025-11-16 00:00:00+00:00,1.0,1.0,13,7
