referrer,views_total,views_unique
Google,179,29
com.google.android.gm,39,1
Bing,12,2
ndmconsortium.com,9,1
github.com,5,3
nature.com,3,2
malaria-commodities.shinyapps.io,1,1
en.wikipedia.org,1,1
paperswithcode.com,1,1
ammnet.org,1,1
