referrer,views_total,views_unique
Google,106,32
github.com,96,7
chatgpt.com,22,10
om.scicore.unibas.ch,9,5
statics.teams.cdn.office.net,5,4
swisstph.github.io,5,1
ndmconsortium.com,3,3
thelancet.com,3,3
Bing,3,2
zenodo.org,3,1
