url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,218,55
/OpenMalaria-Org/openmalaria/wiki,76,37
/OpenMalaria-Org/openmalaria/wiki/UserGuide,18,10
/OpenMalaria-Org/openmalaria/wiki/References,15,7
/OpenMalaria-Org/openmalaria/pulls,13,3
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,12,2
/OpenMalaria-Org/openmalaria/wiki/XmlEntoVector,11,3
/OpenMalaria-Org/openmalaria/wiki/SchemaUpdateGuide,11,2
/OpenMalaria-Org/openmalaria/wiki/Monitoring,10,6
/OpenMalaria-Org/openmalaria/wiki/ApplicationtoFieldSites,8,6
