referrer,views_total,views_unique
Google,120,30
github.com,79,5
swisstph.github.io,18,9
Bing,18,2
om.scicore.unibas.ch,13,3
chatgpt.com,12,6
cn.bing.com,3,1
nature.com,2,2
ndmconsortium.com,2,2
elifesciences.org,2,1
