url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,64,34
/OpenMalaria-Org/openmalaria,57,37
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,12,6
/OpenMalaria-Org/openmalaria/wiki/UserGuide,11,9
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,10,9
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,9,6
/OpenMalaria-Org/openmalaria/pulls,9,4
/OpenMalaria-Org/openmalaria/wiki/ModelWithinHost,9,3
/OpenMalaria-Org/openmalaria/wiki/Monitoring,8,4
/OpenMalaria-Org/openmalaria/pull/458,8,3
