time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-06 00:00:00+00:00,4.0,2.0,48,14
2025-02-07 00:00:00+00:00,1.0,1.0,33,6
2025-02-08 00:00:00+00:00,3.0,3.0,117,26
2025-02-09 00:00:00+00:00,4.0,4.0,27,6
2025-02-10 00:00:00+00:00,3.0,3.0,64,11
2025-02-11 00:00:00+00:00,1.0,1.0,39,8
2025-02-12 00:00:00+00:00,2.0,2.0,58,11
2025-02-13 00:00:00+00:00,,,71,20
2025-02-14 00:00:00+00:00,3.0,3.0,71,10
2025-02-15 00:00:00+00:00,,,16,8
2025-02-16 00:00:00+00:00,24.0,15.0,17,5
2025-02-17 00:00:00+00:00,1.0,1.0,74,20
2025-02-18 00:00:00+00:00,2.0,2.0,79,18
2025-02-19 00:00:00+00:00,,,32,11
