time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-16 00:00:00+00:00,1.0,1.0,78,4
2024-08-17 00:00:00+00:00,,,6,3
2024-08-18 00:00:00+00:00,,,27,4
2024-08-19 00:00:00+00:00,,,40,8
2024-08-20 00:00:00+00:00,,,37,9
2024-08-21 00:00:00+00:00,,,36,11
2024-08-22 00:00:00+00:00,3.0,2.0,67,9
2024-08-23 00:00:00+00:00,,,42,5
2024-08-24 00:00:00+00:00,,,111,7
2024-08-25 00:00:00+00:00,,,29,4
2024-08-26 00:00:00+00:00,1.0,1.0,31,6
2024-08-27 00:00:00+00:00,1.0,1.0,79,12
2024-08-28 00:00:00+00:00,4.0,1.0,46,11
2024-08-29 00:00:00+00:00,1.0,1.0,78,17
