referrer,views_total,views_unique
Google,88,25
helpdesk.biotech.cdc.gov,13,2
github.com,7,5
mail.google.com,6,1
paperswithcode.com,3,1
Bing,2,2
code.google.com,2,1
malariajournal.biomedcentral.com,1,1
ibm.com,1,1
github-wiki-see.page,1,1
