time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-26 00:00:00+00:00,1.0,1.0,31,6
2024-08-27 00:00:00+00:00,1.0,1.0,79,12
2024-08-28 00:00:00+00:00,4.0,1.0,46,11
2024-08-29 00:00:00+00:00,1.0,1.0,90,18
2024-08-30 00:00:00+00:00,,,56,7
2024-08-31 00:00:00+00:00,,,12,6
2024-09-01 00:00:00+00:00,,,6,3
2024-09-02 00:00:00+00:00,1.0,1.0,88,13
2024-09-03 00:00:00+00:00,,,77,11
2024-09-04 00:00:00+00:00,,,71,13
2024-09-05 00:00:00+00:00,1.0,1.0,39,9
2024-09-06 00:00:00+00:00,,,64,12
2024-09-07 00:00:00+00:00,,,11,5
2024-09-08 00:00:00+00:00,,,22,8
