referrer,views_total,views_unique
Google,177,28
com.google.android.gm,39,1
Bing,13,3
ndmconsortium.com,9,1
github.com,6,3
malaria-commodities.shinyapps.io,1,1
en.wikipedia.org,1,1
nature.com,1,1
paperswithcode.com,1,1
ammnet.org,1,1
