referrer,views_total,views_unique
Google,122,32
github.com,21,6
ecosia.org,3,1
wiki.biozentrum.unibas.ch,1,1
idpjournal.biomedcentral.com,1,1
malaria-commodities.shinyapps.io,1,1
malariajournal.biomedcentral.com,1,1
