referrer,views_total,views_unique
Google,40,13
github.com,21,12
vaccineimpact.org,8,1
statics.teams.cdn.office.net,7,4
om.scicore.unibas.ch,6,2
linkedin.com,2,1
Bing,1,1
ahadi-analytics.github.io,1,1
lnkd.in,1,1
ndmconsortium.com,1,1
