referrer,views_total,views_unique
Google,51,27
github.com,29,13
statics.teams.cdn.office.net,15,3
om.scicore.unibas.ch,5,4
Bing,2,1
chatgpt.com,1,1
ndmconsortium.com,1,1
t.co,1,1
