url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,193,44
/OpenMalaria-Org/openmalaria/wiki,87,36
/OpenMalaria-Org/openmalaria/wiki/UserGuide,33,19
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,22,9
/OpenMalaria-Org/openmalaria/pulls,17,3
/OpenMalaria-Org/openmalaria/wiki/Monitoring,15,9
/OpenMalaria-Org/openmalaria/wiki/References,14,6
/OpenMalaria-Org/openmalaria/wiki/ModelDemography,13,6
/OpenMalaria-Org/openmalaria/wiki/Elimination,12,4
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,11,9
