url_path,views_total,views_unique
/SwissTPH/openmalaria,153,41
/SwissTPH/openmalaria/wiki,57,36
/SwissTPH/openmalaria/wiki/SchemaUpdateGuide,18,6
/SwissTPH/openmalaria/wiki/Changelog,17,5
/SwissTPH/openmalaria/wiki/UserGuide,14,7
/SwissTPH/openmalaria/wiki/ModelInterventions,11,7
/SwissTPH/openmalaria/releases,11,3
/SwissTPH/openmalaria/wiki/ModelIntervMisc,6,5
/SwissTPH/openmalaria/tree/main/model,6,3
/SwissTPH/openmalaria/blob/6065b74549f96998cc08f7a9b9620134c8d298cf/schema/scenario_48.xsd,5,1
