url_path,views_total,views_unique
/SwissTPH/openmalaria,83,38
/SwissTPH/openmalaria/wiki,62,39
/SwissTPH/openmalaria/tree/main/model,41,6
/SwissTPH/openmalaria/wiki/UserGuide,35,15
/SwissTPH/openmalaria/blob/main/model/PopulationAgeStructure.h,24,2
/SwissTPH/openmalaria/wiki/MonitoringOptions,23,11
/SwissTPH/openmalaria/wiki/Monitoring,23,6
/SwissTPH/openmalaria/wiki/ModelInterventions,18,12
/SwissTPH/openmalaria/blob/main/model/interventions/Interfaces.hpp,18,2
/SwissTPH/openmalaria/blob/main/model/interventions/Vaccine.h,18,2
