referrer,views_total,views_unique
Google,102,28
github.com,38,8
om.scicore.unibas.ch,7,5
DuckDuckGo,6,1
Bing,5,1
swisstph.github.io,4,1
chatgpt.com,3,2
statics.teams.cdn.office.net,2,1
ndmconsortium.com,1,1
nature.com,1,1
