referrer,views_total,views_unique
Google,113,22
github.com,19,6
swisstph.github.io,19,5
zenodo.org,3,1
ndmconsortium.com,2,2
researchgate.net,1,1
code.google.com,1,1
elifesciences.org,1,1
chatgpt.com,1,1
nature.com,1,1
