referrer,views_total,views_unique
Google,107,26
github.com,72,21
teams.public.onecdn.static.microsoft,8,5
thekids.org.au,6,3
om.scicore.unibas.ch,3,2
overleaf.com,3,2
Bing,2,2
ndmconsortium.com,2,2
chatgpt.com,2,1
swisstph.github.io,2,1
