url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,96,42
/OpenMalaria-Org/openmalaria/wiki,53,35
/OpenMalaria-Org/openmalaria/pulls,19,2
/OpenMalaria-Org/openmalaria/wiki/UserGuide,17,10
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,16,9
/OpenMalaria-Org/openmalaria/wiki/Monitoring,11,7
/OpenMalaria-Org/openmalaria/pull/456,11,1
/OpenMalaria-Org/openmalaria/wiki/ModelDemography,9,7
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,8,7
/OpenMalaria-Org/openmalaria/blob/main/model/interventions/Deployments.h,7,1
