url_path,views_total,views_unique
/SwissTPH/openmalaria,71,32
/SwissTPH/openmalaria/wiki,43,31
/SwissTPH/openmalaria/tree/main/model,33,4
/SwissTPH/openmalaria/wiki/UserGuide,26,12
/SwissTPH/openmalaria/blob/main/model/PopulationAgeStructure.h,22,2
/SwissTPH/openmalaria/wiki/MonitoringOptions,19,10
/SwissTPH/openmalaria/wiki/Monitoring,19,7
/SwissTPH/openmalaria/blob/main/model/interventions/Interfaces.hpp,18,2
/SwissTPH/openmalaria/blob/main/model/interventions/Vaccine.h,18,2
/SwissTPH/openmalaria/blob/main/model/main.cpp,18,1
