referrer,views_total,views_unique
github.com,109,17
Google,105,26
statics.teams.cdn.office.net,9,4
om.scicore.unibas.ch,9,3
openmalaria-org.github.io,4,1
github-wiki-see.page,3,1
swisstph.github.io,3,1
Bing,2,2
euc-onenote.officeapps.live.com,1,1
ndmconsortium.com,1,1
