time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-04 00:00:00+00:00,2.0,2.0,98,13
2025-08-05 00:00:00+00:00,4.0,2.0,68,15
2025-08-06 00:00:00+00:00,1.0,1.0,50,8
2025-08-07 00:00:00+00:00,1.0,1.0,55,20
2025-08-08 00:00:00+00:00,2.0,2.0,173,81
2025-08-09 00:00:00+00:00,3.0,3.0,42,16
2025-08-10 00:00:00+00:00,1.0,1.0,24,14
2025-08-11 00:00:00+00:00,,,50,15
2025-08-12 00:00:00+00:00,7.0,4.0,68,16
2025-08-13 00:00:00+00:00,,,34,13
2025-08-14 00:00:00+00:00,1.0,1.0,60,11
2025-08-15 00:00:00+00:00,,,84,22
2025-08-16 00:00:00+00:00,,,11,4
2025-08-17 00:00:00+00:00,,,11,5
