time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-01 00:00:00+00:00,2.0,2.0,1,1
2025-03-02 00:00:00+00:00,1.0,1.0,8,6
2025-03-03 00:00:00+00:00,8.0,6.0,80,17
2025-03-04 00:00:00+00:00,1.0,1.0,62,18
2025-03-05 00:00:00+00:00,10.0,6.0,43,11
2025-03-06 00:00:00+00:00,7.0,5.0,71,11
2025-03-07 00:00:00+00:00,2.0,2.0,26,6
2025-03-08 00:00:00+00:00,,,4,2
2025-03-09 00:00:00+00:00,6.0,3.0,8,7
2025-03-10 00:00:00+00:00,2.0,2.0,16,10
2025-03-11 00:00:00+00:00,2.0,2.0,70,13
2025-03-12 00:00:00+00:00,7.0,2.0,28,15
2025-03-13 00:00:00+00:00,2.0,2.0,62,9
2025-03-14 00:00:00+00:00,,,9,6
