time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-23 00:00:00+00:00,,,7,6
2024-11-24 00:00:00+00:00,,,3,1
2024-11-25 00:00:00+00:00,,,22,8
2024-11-26 00:00:00+00:00,,,58,16
2024-11-27 00:00:00+00:00,,,51,10
2024-11-28 00:00:00+00:00,,,19,7
2024-11-29 00:00:00+00:00,,,22,4
2024-11-30 00:00:00+00:00,,,10,7
2024-12-01 00:00:00+00:00,,,1,1
2024-12-02 00:00:00+00:00,1.0,1.0,43,12
2024-12-03 00:00:00+00:00,1.0,1.0,14,6
2024-12-04 00:00:00+00:00,,,36,9
2024-12-05 00:00:00+00:00,,,61,5
2024-12-06 00:00:00+00:00,,,20,5
