time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-10 00:00:00+00:00,2.0,2.0,16,10
2025-03-11 00:00:00+00:00,2.0,2.0,70,13
2025-03-12 00:00:00+00:00,7.0,2.0,28,15
2025-03-13 00:00:00+00:00,2.0,2.0,62,9
2025-03-14 00:00:00+00:00,,,9,6
2025-03-15 00:00:00+00:00,1.0,1.0,25,4
2025-03-16 00:00:00+00:00,1.0,1.0,19,4
2025-03-17 00:00:00+00:00,2.0,2.0,25,9
2025-03-18 00:00:00+00:00,21.0,3.0,39,10
2025-03-19 00:00:00+00:00,1.0,1.0,24,11
2025-03-20 00:00:00+00:00,1.0,1.0,24,13
2025-03-21 00:00:00+00:00,1.0,1.0,16,5
2025-03-22 00:00:00+00:00,,,22,15
2025-03-23 00:00:00+00:00,1.0,1.0,10,6
