url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,233,49
/OpenMalaria-Org/openmalaria/wiki,64,33
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,39,16
/OpenMalaria-Org/openmalaria/wiki/UserGuide,34,14
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,23,14
/OpenMalaria-Org/openmalaria/wiki/Monitoring,21,10
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,12,10
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,9,6
/OpenMalaria-Org/openmalaria/wiki/References,9,2
/OpenMalaria-Org/openmalaria/wiki/ModelMosqPopDynamics,8,3
