time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-30 00:00:00+00:00,7,6,45,8
2026-01-31 00:00:00+00:00,16,1,56,12
2026-02-01 00:00:00+00:00,3,3,30,9
2026-02-02 00:00:00+00:00,7,5,71,10
2026-02-03 00:00:00+00:00,25,10,169,32
2026-02-04 00:00:00+00:00,19,8,85,18
2026-02-05 00:00:00+00:00,74,20,102,47
2026-02-06 00:00:00+00:00,17,6,99,22
2026-02-07 00:00:00+00:00,0,0,13,4
2026-02-08 00:00:00+00:00,3,2,12,4
2026-02-09 00:00:00+00:00,3,3,100,20
2026-02-10 00:00:00+00:00,2,2,133,20
2026-02-11 00:00:00+00:00,5,2,89,14
2026-02-12 00:00:00+00:00,32,15,71,16
