url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,130,35
/OpenMalaria-Org/openmalaria/wiki,58,36
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,20,12
/OpenMalaria-Org/openmalaria/wiki/UserGuide,14,9
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,14,7
/OpenMalaria-Org/openmalaria/wiki/ScenarioDesign,10,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,9,4
/OpenMalaria-Org/openmalaria/wiki/Monitoring,7,5
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,6,4
/OpenMalaria-Org/openmalaria/pulls,6,3
