time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-09 00:00:00+00:00,2.0,2.0,2,2
2024-03-10 00:00:00+00:00,1.0,1.0,13,4
2024-03-11 00:00:00+00:00,1.0,1.0,29,9
2024-03-12 00:00:00+00:00,1.0,1.0,53,10
2024-03-13 00:00:00+00:00,,,63,15
2024-03-14 00:00:00+00:00,1.0,1.0,48,12
2024-03-15 00:00:00+00:00,1.0,1.0,31,5
2024-03-16 00:00:00+00:00,1.0,1.0,2,1
2024-03-17 00:00:00+00:00,1.0,1.0,44,4
2024-03-18 00:00:00+00:00,1.0,1.0,52,10
2024-03-19 00:00:00+00:00,1.0,1.0,34,9
2024-03-20 00:00:00+00:00,2.0,1.0,19,7
2024-03-21 00:00:00+00:00,2.0,2.0,42,16
2024-03-22 00:00:00+00:00,3.0,3.0,17,4
