url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,56,36
/OpenMalaria-Org/openmalaria,50,32
/OpenMalaria-Org/openmalaria/pulls,14,3
/OpenMalaria-Org/openmalaria/blob/develop/model/PkPd/Drug/LSTMDrugConversion.cpp,13,13
/OpenMalaria-Org/openmalaria/issues,13,3
/OpenMalaria-Org/openmalaria/blob/main/util/example/example_scenario.xml,12,4
/OpenMalaria-Org/openmalaria/wiki/ScenarioHealthSystem,10,6
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,8,6
/OpenMalaria-Org/openmalaria/pull/458,8,2
/OpenMalaria-Org/openmalaria/pull/453,8,1
