url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,181,44
/OpenMalaria-Org/openmalaria/wiki,74,43
/OpenMalaria-Org/openmalaria/wiki/UserGuide,23,19
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,17,11
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,17,8
/OpenMalaria-Org/openmalaria/wiki/Monitoring,14,10
/OpenMalaria-Org/openmalaria/wiki/References,9,4
/OpenMalaria-Org/openmalaria/wiki/DrugResistanceGenotypes,9,1
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,8,4
/OpenMalaria-Org/openmalaria/releases,6,5
