referrer,views_total,views_unique
Google,112,31
github.com,80,5
chatgpt.com,9,5
om.scicore.unibas.ch,8,5
statics.teams.cdn.office.net,6,5
swisstph.github.io,5,1
thelancet.com,3,3
Bing,3,2
ndmconsortium.com,2,2
hub.docker.com,1,1
