time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-27 00:00:00+00:00,1,1,31,8
2023-07-28 00:00:00+00:00,3,2,28,7
2023-07-29 00:00:00+00:00,2,2,8,5
2023-07-30 00:00:00+00:00,3,3,3,2
2023-07-31 00:00:00+00:00,3,2,23,8
2023-08-01 00:00:00+00:00,11,2,18,6
2023-08-02 00:00:00+00:00,2,2,17,3
2023-08-03 00:00:00+00:00,2,2,34,13
2023-08-04 00:00:00+00:00,3,2,27,7
2023-08-05 00:00:00+00:00,4,4,1,1
2023-08-06 00:00:00+00:00,1,1,5,1
2023-08-07 00:00:00+00:00,28,12,60,15
2023-08-08 00:00:00+00:00,25,7,102,20
2023-08-09 00:00:00+00:00,12,6,32,17
