time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-06 00:00:00+00:00,,,13,7
2024-07-07 00:00:00+00:00,,,39,6
2024-07-08 00:00:00+00:00,2.0,1.0,97,6
2024-07-09 00:00:00+00:00,1.0,1.0,46,10
2024-07-10 00:00:00+00:00,2.0,1.0,39,7
2024-07-11 00:00:00+00:00,1.0,1.0,52,9
2024-07-12 00:00:00+00:00,19.0,2.0,41,9
2024-07-13 00:00:00+00:00,1.0,1.0,16,6
2024-07-14 00:00:00+00:00,,,42,4
2024-07-15 00:00:00+00:00,26.0,2.0,75,21
2024-07-16 00:00:00+00:00,1.0,1.0,70,7
2024-07-17 00:00:00+00:00,,,24,8
2024-07-18 00:00:00+00:00,38.0,2.0,56,16
2024-07-19 00:00:00+00:00,1.0,1.0,65,9
