referrer,views_total,views_unique
Google,106,23
github.com,29,7
Bing,19,5
om.scicore.unibas.ch,18,5
adishassain.github.io,5,1
github-wiki-see.page,5,1
swisstph.github.io,3,2
search.brave.com,3,1
overleaf.com,1,1
code.google.com,1,1
