referrer,views_total,views_unique
Google,165,31
github.com,38,9
statics.teams.cdn.office.net,16,7
usc-word-edit.officeapps.live.com,15,1
scanmail.trustwave.com,13,7
auc-word-edit.officeapps.live.com,9,2
github-wiki-see.page,6,2
jirasd.telethonkids.org.au,6,1
medrxiv.org,6,1
swisstph.github.io,5,2
