referrer,views_total,views_unique
Google,140,34
Bing,14,5
github.com,9,4
com.google.android.gm,9,3
ndmconsortium.com,9,1
Yahoo,6,1
swisstph.github.io,5,2
github-wiki-see.page,3,1
malariajournal.biomedcentral.com,2,1
catalyzex.com,2,1
