url_path,views_total,views_unique
/SwissTPH/openmalaria,39,22
/SwissTPH/openmalaria/wiki,24,15
/SwissTPH/openmalaria/wiki/UserGuide,8,4
/SwissTPH/openmalaria/wiki/schema-12-intervs/ApplicationtoFieldSites,6,2
/SwissTPH/openmalaria/blob/main/README.md,5,2
/SwissTPH/openmalaria/tree/main/model,5,2
/SwissTPH/openmalaria/wiki/ModelClinical,4,3
/SwissTPH/openmalaria/wiki/ModelMosqPopDynamics,4,3
/SwissTPH/openmalaria/tree/main/test,4,2
/SwissTPH/openmalaria/blob/main/test/scenarioKK_20150612.xml,4,1
