time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-29 00:00:00+00:00,11,7,30,14
2026-06-30 00:00:00+00:00,32,12,52,16
2026-07-01 00:00:00+00:00,10,7,49,14
2026-07-02 00:00:00+00:00,3564,26,36,12
2026-07-03 00:00:00+00:00,47,29,30,7
2026-07-04 00:00:00+00:00,34,28,12,9
2026-07-05 00:00:00+00:00,32,28,4,2
2026-07-06 00:00:00+00:00,10,5,40,12
2026-07-07 00:00:00+00:00,4956,7,21,15
2026-07-08 00:00:00+00:00,15,8,8,7
2026-07-09 00:00:00+00:00,8,6,11,5
2026-07-10 00:00:00+00:00,13,11,19,8
2026-07-11 00:00:00+00:00,10,8,14,7
2026-07-12 00:00:00+00:00,5,4,24,16
