referrer,views_total,views_unique
Google,89,24
github.com,41,10
medrxiv.org,28,1
statics.teams.cdn.office.net,9,4
swisstph.github.io,8,1
elifesciences.org,2,1
nature.com,2,1
ammnet.org,1,1
om.scicore.unibas.ch,1,1
researchgate.net,1,1
