url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria/wiki,93,56
/OpenMalaria-Org/openmalaria,57,39
/OpenMalaria-Org/openmalaria/wiki/UserGuide,27,20
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,21,7
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,18,8
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,17,9
/OpenMalaria-Org/openmalaria/wiki/References,16,7
/OpenMalaria-Org/openmalaria/wiki/Monitoring,16,5
/OpenMalaria-Org/openmalaria/wiki/MonitoringOutput,10,4
/OpenMalaria-Org/openmalaria/wiki/SchemaUpdateGuide,9,9
