referrer,views_total,views_unique
Google,94,28
github.com,27,7
om.scicore.unibas.ch,7,4
chatgpt.com,6,3
DuckDuckGo,6,1
swisstph.github.io,4,1
statics.teams.cdn.office.net,2,1
ndmconsortium.com,1,1
nature.com,1,1
swisstph.shinyapps.io,1,1
