url_path,views_total,views_unique
/SwissTPH/openmalaria/wiki,101,64
/SwissTPH/openmalaria,89,45
/SwissTPH/openmalaria/wiki/UserGuide,31,12
/SwissTPH/openmalaria/tree/main/model,20,10
/SwissTPH/openmalaria/wiki/MonitoringOptions,14,5
/SwissTPH/openmalaria/wiki/ModelInterventions,12,7
/SwissTPH/openmalaria/wiki/ScenarioTransmission,11,7
/SwissTPH/openmalaria/wiki/Monitoring,9,5
/SwissTPH/openmalaria/wiki/ScenarioHealthSystem,9,5
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,8,6
