time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-11 00:00:00+00:00,3.0,3.0,102,17
2023-10-12 00:00:00+00:00,2.0,2.0,84,16
2023-10-13 00:00:00+00:00,1.0,1.0,47,9
2023-10-14 00:00:00+00:00,1.0,1.0,5,3
2023-10-15 00:00:00+00:00,1.0,1.0,5,2
2023-10-16 00:00:00+00:00,2.0,2.0,65,11
2023-10-17 00:00:00+00:00,2.0,2.0,34,9
2023-10-18 00:00:00+00:00,3.0,3.0,28,9
2023-10-19 00:00:00+00:00,,,22,7
2023-10-20 00:00:00+00:00,1.0,1.0,41,8
2023-10-21 00:00:00+00:00,1.0,1.0,6,5
2023-10-22 00:00:00+00:00,1.0,1.0,14,3
2023-10-23 00:00:00+00:00,4.0,4.0,34,7
2023-10-24 00:00:00+00:00,,,10,7
