referrer,views_total,views_unique
Google,77,17
ecosia.org,5,2
Bing,4,2
nature.com,4,1
mail.google.com,4,1
m2hycon.atlassian.net,3,1
ndmconsortium.com,1,1
colab.research.google.com,1,1
ammnet.org,1,1
