time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-19 00:00:00+00:00,,,11,4
2024-12-20 00:00:00+00:00,,,9,2
2024-12-21 00:00:00+00:00,,,5,5
2024-12-22 00:00:00+00:00,,,2,2
2024-12-23 00:00:00+00:00,,,5,2
2024-12-24 00:00:00+00:00,,,2,2
2024-12-25 00:00:00+00:00,,,9,5
2024-12-27 00:00:00+00:00,1.0,1.0,2,2
2024-12-28 00:00:00+00:00,1.0,1.0,11,3
2024-12-29 00:00:00+00:00,1.0,1.0,3,3
2024-12-30 00:00:00+00:00,,,37,4
2024-12-31 00:00:00+00:00,,,4,2
2025-01-01 00:00:00+00:00,,,2,1
