url_path,views_total,views_unique
/OpenMalaria-Org/openmalaria,225,50
/OpenMalaria-Org/openmalaria/wiki,45,26
/OpenMalaria-Org/openmalaria/wiki/MonitoringOptions,33,15
/OpenMalaria-Org/openmalaria/wiki/UserGuide,19,12
/OpenMalaria-Org/openmalaria/wiki/ModelInterventions,18,10
/OpenMalaria-Org/openmalaria/wiki/Monitoring,15,10
/OpenMalaria-Org/openmalaria/wiki/ScenarioTransmission,11,9
/OpenMalaria-Org/openmalaria/wiki/References,9,2
/OpenMalaria-Org/openmalaria/wiki/ModelMosqPopDynamics,8,3
/OpenMalaria-Org/openmalaria/wiki/ModelTimeUpdates,7,4
