referrer,views_total,views_unique
Google,46,23
github.com,45,16
teams.public.onecdn.static.microsoft,12,4
chatgpt.com,4,4
auc-word-edit.officeapps.live.com,2,2
openmalaria-org.github.io,2,2
Bing,2,1
github-wiki-see.page,2,1
claude.ai,1,1
ndmconsortium.com,1,1
