url_path,views_total,views_unique
/SwissTPH/openmalaria,208,55
/SwissTPH/openmalaria/wiki,85,42
/SwissTPH/openmalaria/wiki/ModelInterventions,33,11
/SwissTPH/openmalaria/wiki/UserGuide,32,19
/SwissTPH/openmalaria/releases/tag/schema-44.0,25,7
/SwissTPH/openmalaria/wiki/ScenarioHealthSystem,24,5
/SwissTPH/openmalaria/wiki/MonitoringOptions,17,10
/SwissTPH/openmalaria/wiki/Monitoring,17,8
/SwissTPH/openmalaria/blob/main/util/example/example_scenario.xml,15,6
/SwissTPH/openmalaria/wiki/ScenarioTransmission,14,7
