time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-24 00:00:00+00:00,12.0,3.0,26,10
2023-07-25 00:00:00+00:00,,,9,4
2023-07-26 00:00:00+00:00,2.0,2.0,38,10
2023-07-27 00:00:00+00:00,1.0,1.0,31,8
2023-07-28 00:00:00+00:00,3.0,2.0,28,7
2023-07-29 00:00:00+00:00,2.0,2.0,8,5
2023-07-30 00:00:00+00:00,3.0,3.0,3,2
2023-07-31 00:00:00+00:00,3.0,2.0,23,8
2023-08-01 00:00:00+00:00,11.0,2.0,18,6
2023-08-02 00:00:00+00:00,2.0,2.0,17,3
2023-08-03 00:00:00+00:00,2.0,2.0,34,13
2023-08-04 00:00:00+00:00,3.0,2.0,27,7
2023-08-05 00:00:00+00:00,4.0,4.0,1,1
2023-08-06 00:00:00+00:00,1.0,1.0,5,1
