referrer,views_total,views_unique
Google,133,17
github.com,32,9
swisstph.github.io,30,3
Bing,24,3
ndmconsortium.com,3,3
driveonlyoffice.switch.ch,2,2
malariajournal.biomedcentral.com,1,1
researchgate.net,1,1
code.google.com,1,1
auc-word-edit.officeapps.live.com,1,1
