time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-14 00:00:00+00:00,1,1,2,2
2024-01-15 00:00:00+00:00,1,1,18,6
2024-01-16 00:00:00+00:00,1,1,18,7
2024-01-17 00:00:00+00:00,41,11,37,6
2024-01-18 00:00:00+00:00,2,2,12,4
2024-01-19 00:00:00+00:00,7,3,13,4
2024-01-20 00:00:00+00:00,5,4,5,2
2024-01-21 00:00:00+00:00,14,2,4,2
2024-01-22 00:00:00+00:00,3,3,13,4
2024-01-23 00:00:00+00:00,24,7,32,11
2024-01-24 00:00:00+00:00,2,2,24,12
2024-01-25 00:00:00+00:00,1,1,14,9
2024-01-26 00:00:00+00:00,3,3,15,7
2024-01-27 00:00:00+00:00,1,1,3,2
