referrer,views_total,views_unique
Google,81,16
github.com,72,8
DuckDuckGo,7,2
swisstph.github.io,7,1
code.google.com,6,2
Bing,4,4
scanmail.trustwave.com,4,1
ndmconsortium.com,2,1
zbmath.org,1,1
chatgpt.com,1,1
