time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-15 00:00:00+00:00,1.0,1.0,21,11
2023-11-16 00:00:00+00:00,1.0,1.0,53,9
2023-11-17 00:00:00+00:00,,,18,5
2023-11-18 00:00:00+00:00,2.0,2.0,1,1
2023-11-19 00:00:00+00:00,2.0,2.0,41,9
2023-11-20 00:00:00+00:00,6.0,1.0,41,10
2023-11-21 00:00:00+00:00,3.0,3.0,96,11
2023-11-22 00:00:00+00:00,2.0,2.0,47,7
2023-11-23 00:00:00+00:00,13.0,2.0,43,7
2023-11-24 00:00:00+00:00,5.0,4.0,52,16
2023-11-25 00:00:00+00:00,13.0,2.0,26,5
2023-11-26 00:00:00+00:00,,,4,2
2023-11-27 00:00:00+00:00,2.0,2.0,42,11
2023-11-28 00:00:00+00:00,6.0,3.0,232,40
