referrer,views_total,views_unique
Google,168,28
statics.teams.cdn.office.net,23,9
github.com,21,5
swisstph.github.io,9,2
medrxiv.org,2,1
elifesciences.org,2,1
nature.com,2,1
researchgate.net,1,1
paperswithcode.com,1,1
code.google.com,1,1
