referrer,views_total,views_unique
github.com,77,6
Google,47,17
statics.teams.cdn.office.net,8,2
m365.cloud.microsoft,5,2
swisstph.github.io,3,2
DuckDuckGo,2,2
chatgpt.com,2,2
Bing,2,1
link.springer.com,2,1
copilot.microsoft.com,1,1
